LIMIT_BAL,AGE,INCOME,UTILIZATION,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,risk_level
458923,34,54767,0.36,-2,6,6,0,7,7,195831,488960,319013,127231,405534,76208,106200,49603,88587,52240,103069,130975,1
465192,35,145967,0.38,6,2,0,-1,-1,5,346140,59561,315413,312486,39642,310753,68962,65274,47079,125020,174731,40407,1
618550,31,58518,0.19,-1,3,-1,3,-1,4,282410,319826,218181,270054,407322,98568,164921,13289,119752,30291,184732,141966,0
437261,34,134932,0.51,8,2,2,2,2,-2,11882,463369,435535,316117,322122,249806,133904,86268,143556,109194,115780,157437,1
860208,32,104168,0.77,0,-1,7,1,7,6,13133,91610,430328,427059,322563,179727,102677,198547,12458,49889,145484,178617,2
735440,29,80865,0.56,6,-2,0,0,8,6,384713,374153,358840,133566,382331,183927,185235,189460,50959,151407,15806,102392,1
702664,33,27370,0.66,5,4,8,1,2,1,185590,281285,397696,395214,352203,105203,22020,4150,67595,101237,127437,85648,1
504589,49,159919,0.6,6,0,6,-1,7,7,437585,36344,205094,419918,202543,219017,167138,160966,73879,142343,170906,72170,1
187848,40,197897,0.06,5,5,2,-1,-2,4,308725,309234,66202,221799,336731,434498,153719,119239,23067,10343,5818,182904,2
667075,55,184072,0.19,3,0,7,4,0,1,166074,136899,461185,406884,175126,163206,1313,142837,172937,43554,167802,50593,2
177948,51,136271,0.35,7,5,2,0,-1,5,67430,75439,317814,330299,465335,428872,80198,136449,1023,186699,41573,101284,1
629304,51,82216,0.89,6,-2,3,-2,5,1,351209,178084,333710,123464,123057,487416,174598,166094,190002,42052,132136,173769,2
452690,33,127658,0.35,0,2,1,0,-1,0,1454,153575,472981,115032,255392,394653,160050,140426,104855,21988,170087,77351,1
549046,51,62112,0.33,1,-1,-2,2,8,1,245128,351613,345086,460034,29052,172220,129591,1116,144360,35241,61682,177827,1
501269,57,184791,0.08,-2,2,0,0,3,2,247813,128181,173099,149748,336782,499608,134535,182335,188099,117675,183760,132645,0
71959,24,173904,0.97,4,1,1,2,7,3,176164,289006,56361,220224,69750,188384,134760,174610,39854,41157,196505,186124,2
710890,50,138941,0.78,-1,3,0,2,1,1,380408,99578,400771,323188,105671,255100,97538,136212,131868,17090,80749,141607,2
800216,21,87402,0.77,-2,2,7,4,2,5,438117,186664,348419,198471,101859,103596,50439,138584,193181,37023,34483,116772,2
955533,60,40479,0.38,5,-1,5,4,8,3,393167,138607,119107,123906,444984,2104,103590,73564,172070,143005,176968,130366,1
840180,69,195357,0.08,7,-1,4,2,2,5,268773,387312,447386,91712,154658,446583,9516,176256,25833,47325,27037,31399,2
278576,24,135752,0.26,8,3,1,4,0,7,58899,296446,357822,426537,62488,472588,198888,61295,142920,134957,122131,182859,2
587833,35,123460,0.85,8,0,0,2,0,-1,253350,212773,469941,478873,409889,371740,13785,74662,123653,188236,143375,68330,2
964091,21,192300,0.18,6,3,2,3,3,2,43388,227291,491081,77902,466135,278878,144867,139212,22669,50579,25356,156807,2
215838,66,197263,0.89,1,-2,4,-2,-1,-1,184902,470069,134138,80772,397907,416056,103008,54096,146255,37344,63842,176117,2
385674,28,19188,0.54,6,1,2,-1,5,7,96155,342822,309419,71480,406261,331810,27505,103505,185572,99456,184729,59442,1
929989,60,50617,0.71,0,8,5,5,5,5,79403,305188,306028,363044,35846,218496,115479,150250,82964,149922,138335,71873,2
111087,37,149438,0.45,5,5,-2,2,3,0,191665,197059,435938,249052,146513,78145,182188,83627,6772,94828,198254,104322,1
643128,28,67063,0.93,7,1,0,5,5,7,122112,279437,395315,125725,165416,168040,116345,47083,84349,159391,68923,73032,2
168451,32,93597,0.24,2,6,7,4,8,1,197875,20105,247128,403951,108523,291773,62588,132550,173827,77761,85515,52116,1
497600,63,30952,0.57,-1,0,-2,3,4,6,44012,5733,119414,296546,427112,132264,175794,129158,109466,174416,2999,116739,1
887437,34,165047,0.07,2,6,6,-1,8,8,202821,325153,47091,197786,291240,451290,104120,79166,115925,73026,199631,63610,1
489792,51,19283,0.48,3,8,-1,4,-1,1,460488,439059,140805,57273,471924,105147,23779,42446,139740,132558,187771,46471,1
89353,67,35645,0.97,2,0,2,1,5,-2,322492,255550,355433,363487,137095,47943,110632,129786,23730,8628,51537,146514,2
243075,65,26740,0.09,4,4,0,8,1,0,45781,360551,220567,300597,122153,170123,98154,11428,154537,35208,98718,44026,2
264283,29,113548,0.51,1,3,4,7,8,-2,138081,233964,146314,214980,310580,77220,105018,44520,77885,32360,169040,171388,1
364877,59,20128,0.6,8,5,0,3,0,-2,195284,250143,329062,492375,370264,395374,70190,97137,197604,53310,42532,164614,1
115318,45,192587,0.93,7,8,2,1,0,8,56718,497446,7038,120328,34426,437286,83041,175027,143552,198468,1149,7114,2
815313,65,70983,0.3,7,-2,-1,2,8,-1,23990,439737,147333,56703,49375,480016,39684,99251,47808,43212,30311,24995,1
532690,52,65930,0.5,4,6,-1,2,8,2,9288,226795,98718,298992,233664,5689,138382,797,30694,138134,126929,100342,1
466880,25,107647,0.99,6,4,6,3,3,5,417132,444106,46052,135511,151515,2231,44246,24085,164886,68796,187028,189884,2
641460,44,23628,0.77,-1,6,0,-1,8,4,459707,179698,110111,359484,49546,365820,160821,94052,138509,60871,34014,3631,2
790976,39,184746,0.81,8,8,4,0,-1,3,396253,25984,9064,148142,318003,19078,57619,123778,141954,129682,146930,159876,2
831239,41,111831,0.78,8,-2,6,8,0,2,389266,187193,174871,79695,204884,415655,76289,93153,61654,16826,38782,34027,2
143264,19,56753,0.52,6,7,8,7,6,2,382984,379225,141814,129185,415720,269366,35784,192610,125532,147756,161721,128262,1
820746,48,109380,0.43,7,3,1,5,0,7,7239,279704,437653,78107,349156,312135,105678,121131,116668,94307,193007,991,1
863168,39,172386,0.25,-1,7,-1,0,8,0,266592,371818,351371,424855,189076,381487,53213,12845,35562,90192,159464,25057,0
275281,18,153740,0.47,4,1,0,2,0,1,395593,206287,182204,308281,265927,373514,26697,189002,129107,197041,92523,16234,1
687147,31,94948,0.02,2,8,5,2,3,4,325190,67046,176869,4692,57544,179395,179737,174198,29380,26479,198338,76254,1
948613,42,137081,0.1,1,7,7,8,4,5,371338,325778,103145,219613,235894,361989,36058,114049,97791,193311,33491,186849,1
444070,53,164087,0.29,4,3,-2,4,1,8,81015,419840,342967,118626,397480,436553,95999,192214,101663,8607,111429,155604,2
402228,53,36420,0.33,-2,0,4,-1,-2,0,262711,254351,328404,280193,454227,374030,189979,164686,50804,158023,176908,173706,1
481839,58,92899,0.71,0,4,5,3,-2,6,415688,339781,157149,271814,478558,71744,50456,178165,66902,41608,101504,53447,2
319536,20,198889,0.17,-1,6,-2,8,5,0,434714,289772,116950,36039,41869,400607,152284,150950,113352,182930,61928,158186,0
367824,22,193590,0.8,-1,0,6,3,-2,-2,187327,341187,292593,88298,234287,345450,700,93007,146263,35538,62952,111195,2
307426,18,21874,0.8,2,6,-2,2,-1,4,288718,237161,21453,123554,144623,325048,128574,156235,171548,25892,21461,158622,2
227789,36,79959,0.59,7,0,1,3,7,1,316499,80140,126971,137715,277126,153756,147182,141844,5604,51881,131554,198658,1
563153,50,111617,0.49,-1,4,7,0,1,8,319239,58463,147670,391457,446087,370913,151938,43413,11523,70557,61156,184472,1
792452,59,188425,0.47,0,6,0,-1,4,6,94001,257675,144070,125029,237715,144351,113294,84930,64867,176842,184947,122502,1
887291,47,157734,0.42,4,-2,4,-2,3,0,17165,358662,433219,349626,3218,182762,196209,120683,186565,68676,192094,45272,1
175657,29,160197,0.09,-1,8,0,5,2,3,453654,454768,167903,312766,410354,118815,133799,130093,192881,149482,102178,110429,0
285167,27,67343,0.66,1,-1,3,7,1,0,252084,9413,180007,288634,292609,103863,101613,59735,68261,97720,191096,107555,1
731669,51,34503,0.58,-1,5,4,-1,1,1,222392,446574,162930,261807,275132,102475,167680,114653,190427,153606,75881,86751,1
530671,33,30271,0.02,5,4,7,1,2,2,194108,313348,430182,458038,137185,383075,75598,82335,97695,139461,72303,143735,2
769094,57,146448,0.2,3,4,5,4,2,8,391667,132258,346530,316683,388903,166339,36183,163370,51483,176366,139962,59769,2
120467,63,110616,0.44,5,4,5,0,7,4,338728,26310,56297,490777,433101,100484,94584,114662,18237,103609,31693,169682,1
233734,46,123819,0.9,3,6,7,5,2,2,338530,460779,497475,237455,84797,292217,43318,25384,31969,54885,69167,44539,2
672794,32,140695,0.99,8,5,-1,2,3,1,199621,407503,163800,94147,213284,235278,66013,78494,73216,16,153149,18374,2
159751,65,33325,0.75,-2,4,-1,4,0,5,72462,58968,260474,481469,312466,476945,62585,193890,74393,94822,112879,175839,2
431050,28,146276,0.75,6,-2,5,-1,-1,0,498793,31233,427774,296697,180835,332531,52956,5902,170475,112341,7606,143575,2
980192,61,153126,0.42,6,1,6,-2,7,7,57116,22667,143791,257375,113510,281706,31269,11416,165289,102067,459,72332,1
861774,51,70100,0.57,2,2,2,7,7,2,77716,133229,99697,374724,303769,296221,7157,82881,36713,127530,175375,167331,1
742517,53,172197,0.23,7,6,8,0,4,7,401351,348019,151573,18261,353637,31970,131511,43250,61977,110879,199797,2180,2
511079,47,33809,0.74,8,8,0,4,0,4,378769,168743,169768,166841,122218,214444,34185,162230,35882,25518,198863,20391,2
418452,52,173512,0.06,4,-1,8,1,1,0,408982,373139,179648,35264,224247,366345,124456,157275,161494,43003,135353,127961,2
156081,26,163126,0.42,0,8,4,5,4,1,228218,59700,460407,126806,395593,405822,51578,177034,151681,45850,8682,112211,1
663333,35,79115,0.83,-1,6,0,0,1,-2,117666,274067,19541,439340,268626,56506,137539,149905,166014,49498,93077,50670,2
608986,36,67569,0.98,8,0,1,7,0,0,496536,298162,444592,431925,237579,179710,120219,86669,53625,102219,87198,195210,2
160078,56,149137,0.7,5,7,3,-2,-2,2,152616,299678,254748,95545,90467,207812,139081,144675,137545,77066,43543,6250,2
917055,21,49495,0.2,0,0,7,5,2,3,438045,440133,189158,245044,131448,244455,20754,182954,196804,58970,120189,43082,0
72671,23,20976,0.57,-1,2,7,3,1,-2,292600,132652,161918,102899,96783,385639,180105,181512,820,150900,14672,24628,1
468400,68,111690,0.56,4,2,6,1,8,5,70102,185718,141055,218910,408609,212463,50330,33380,56472,32883,196567,39597,1
405528,50,35410,0.97,6,0,7,7,3,4,368420,348655,372928,393219,201158,418949,37175,162225,137191,152969,131785,142322,2
660490,49,137550,0.84,3,1,6,6,-2,1,478729,263222,306337,303261,422264,371367,87192,1450,161858,171185,145126,4515,2
101663,33,140812,0.05,-1,6,4,1,1,-1,21005,178108,134774,308884,388071,303849,58133,148704,114090,28209,78139,174987,0
65708,28,96273,0.22,-1,2,6,3,3,0,38477,337837,7265,14458,304276,200073,140981,128920,188193,93467,71690,114848,0
928338,39,53832,0.84,-2,-2,-2,1,2,-1,177308,221127,401782,308752,163997,268555,39241,118203,194559,187658,75787,96322,2
361955,53,51582,0.97,6,-1,6,5,0,6,252048,264965,234950,70610,203579,425466,141595,45765,101630,88719,10995,29582,2
183883,67,75430,0.29,1,8,-1,3,-1,0,250104,1262,37453,432281,14097,369520,62279,49778,54610,153896,155129,77211,1
368394,40,141144,0.69,1,4,6,0,5,3,60552,370007,396418,499524,117870,204480,20148,156586,64352,35636,2729,112753,1
162547,43,28544,0.31,7,0,7,5,1,1,72050,237307,48291,248992,2571,483527,149394,40918,113280,169335,154142,178375,1
960681,48,134229,0.04,1,7,4,7,2,0,108849,356428,247348,148436,76188,135172,89281,102450,30045,148695,12982,111953,1
609042,46,64843,0.83,-2,7,6,-1,-1,1,137835,292554,307714,398791,227142,94300,80432,190652,188290,78343,182576,199219,2
801102,22,92827,0.74,7,-2,-2,-1,1,1,301294,237534,127417,260463,265073,219751,15463,11529,45516,70178,187284,7350,2
812002,55,114137,0.05,8,4,2,3,5,6,74356,223966,59489,12307,397608,456135,55287,50400,104722,71860,38854,42988,2
192483,42,128903,0.15,5,3,0,1,2,8,407263,82343,129752,275613,146877,414766,154032,117984,199462,199818,189673,89386,2
708271,51,189561,1.0,6,8,3,3,3,3,164439,487538,471538,70727,132691,53700,35037,177823,62147,129899,167635,26539,2
264835,29,86330,0.65,6,4,4,2,1,1,313014,32269,48990,343852,316421,329007,151094,38567,110648,193926,71744,93341,1
451896,39,178821,0.8,6,0,3,4,8,5,496807,487042,425003,165376,276272,379388,22807,165777,10154,154706,182328,101745,2
134896,26,177252,0.39,3,5,4,6,-2,8,20228,324614,65712,217951,192157,246182,97105,49421,64587,131023,150116,89841,1
527095,37,24353,0.52,4,-2,3,-2,1,1,469265,107452,362974,295941,442984,199390,42945,77657,67477,114516,110974,125380,1
121295,46,61403,0.62,-2,5,2,6,3,8,410560,283338,58526,276958,378488,207202,199040,161574,18652,70035,168853,178039,1
793974,61,37244,0.81,8,-1,7,8,-2,3,63289,435291,294141,307274,110249,345628,83206,138112,27492,120727,70039,157452,2
937121,46,98946,0.34,2,3,-2,7,-1,2,133636,423259,268691,74714,467510,350212,162092,11192,59435,172555,128109,67261,1
323255,62,90365,0.67,3,3,3,4,7,-2,387561,11862,491250,181182,326949,244448,188080,4091,166467,16731,91028,109425,1
349648,44,140120,0.78,5,-2,0,4,6,0,22866,246437,225567,169343,483555,480178,194662,85693,45600,38754,36366,1841,2
707162,34,194741,0.81,-2,0,-1,-2,-1,3,106174,319763,398368,440946,158704,10656,56532,94770,81344,187361,3342,122784,2
58155,22,195006,0.5,5,5,0,-1,4,4,16084,90427,387113,177247,187901,174700,138357,13602,19234,26366,119221,73337,1
516872,69,28046,0.47,4,3,-2,2,6,3,319492,258558,34580,334718,178298,473303,50081,68573,176037,62317,46860,128726,1
875816,62,196129,0.1,-1,4,2,8,3,2,96187,343268,344274,415345,167220,42488,191026,77758,156050,84767,23672,21055,0
424705,30,168820,0.5,4,-1,-2,3,5,8,49645,164302,248248,463174,58414,237854,73946,171112,18130,60393,191845,46324,1
621542,59,62275,0.7,1,2,2,-1,-2,-2,448864,441345,5775,384365,232402,100403,52425,16711,147641,119125,72776,65829,2
858350,32,156483,0.92,7,1,8,6,1,0,298384,359223,219454,470685,161981,107406,146075,79247,59757,176997,122385,77399,2
660269,32,59604,0.13,7,-1,2,3,-1,-1,360308,497357,471327,23735,165509,217016,101462,66048,35353,5736,107447,141261,2
604594,35,179928,0.97,8,2,4,8,3,-1,121522,377377,176918,298468,495894,394003,137040,21313,145930,140029,4039,184853,2
197718,67,48960,0.23,3,-2,6,6,2,3,277901,57794,411160,455486,360129,142953,40284,89276,59325,44038,43955,73330,2
358987,19,131816,0.18,6,0,2,7,6,4,249659,95759,236004,242231,217659,234970,14779,70534,99261,148485,83438,75905,2
695263,40,112014,0.11,1,3,-2,6,6,1,230903,261211,387920,347005,336084,193697,73355,194576,99450,143264,176257,77690,1
408745,60,151459,0.99,7,1,6,8,6,8,66074,235993,316288,323363,112237,335107,25862,158897,110536,21140,62010,120674,2
157512,30,67603,0.56,-1,7,4,4,5,4,390542,200542,46667,26256,296873,188197,37821,104017,43165,129636,181122,120452,1
197443,60,76185,0.27,6,8,-1,3,-2,5,323391,81670,224226,255522,310342,254276,14152,102471,89515,96131,62791,37599,2
520587,21,127712,0.32,-2,1,3,6,5,7,314186,212085,333547,81419,328655,70923,118194,176594,135287,93574,158347,29280,1
423616,64,48099,0.95,3,6,4,4,0,3,11635,149104,106265,151748,185308,224611,175625,129784,149642,78805,3738,70437,2
707409,42,122707,0.9,4,1,4,-2,5,1,248985,239478,389889,96897,493487,182938,116854,63928,81768,96525,60182,15555,2
736976,28,65200,0.35,5,1,-2,1,7,4,444920,231970,257960,104981,397218,482184,93381,90944,54487,27323,93227,105158,1
415871,67,158352,0.06,1,0,7,3,2,3,300505,132004,122205,272365,427627,397235,143471,23346,67964,52714,85806,161704,1
425037,65,148347,0.83,-2,-1,1,4,2,6,136533,333790,46078,181781,435908,174300,145773,145864,165636,154110,34424,98311,2
857364,59,53005,0.91,-2,5,3,1,2,7,449456,175144,469331,328410,308459,382704,39490,176971,52403,174505,176526,132939,2
167796,29,126723,0.84,-2,8,7,7,8,2,304279,204211,75332,109510,184019,334854,98609,132061,159681,89076,153189,83411,2
341999,30,21385,0.91,0,0,2,4,1,-1,360327,173090,157233,112782,11047,311883,191562,24610,88395,45724,93060,97580,2
242506,26,196858,0.58,6,8,7,8,0,7,202655,488014,27811,286727,114118,131453,171067,99272,41265,822,184412,75347,1
748376,62,113806,0.84,3,3,3,1,0,1,153286,412420,222363,137353,373103,37730,176044,97699,72383,50730,138269,115024,2
319544,55,18569,0.94,4,-1,5,2,3,5,308815,358985,265174,249083,90820,56683,61624,17380,169838,133198,17270,81715,2
430002,23,122575,0.89,4,5,7,4,6,2,242912,123064,397782,17700,395132,381432,72285,173431,138220,136863,133159,111634,2
748002,60,120620,0.59,-1,6,0,8,2,-2,403401,149104,241862,38499,77546,301112,146731,89064,97678,99880,182481,182048,1
589439,68,40910,0.75,8,2,-1,6,-1,5,487464,294115,488890,246758,111325,411385,134002,64917,113334,61971,126184,33361,2
640978,60,68170,0.72,3,6,3,7,3,1,238559,465877,273326,296588,404689,10611,112918,96328,66158,66439,27828,126334,2
578787,27,145709,0.8,6,-2,4,2,8,3,390851,186757,120475,26575,300211,387226,93055,6736,187809,62632,113042,197608,2
580583,40,142899,0.23,1,5,7,8,1,1,481685,457294,371667,60084,64335,419669,133065,101930,193253,104430,109286,96716,1
957317,32,84752,0.0,5,-1,6,2,7,8,272186,262049,438062,32815,490437,237332,171214,154184,109192,151906,171219,181469,2
438215,62,46600,0.51,5,7,5,7,0,5,342478,476917,465302,260710,51110,415745,75085,178543,56021,187671,45336,92606,1
371184,40,31315,0.77,0,5,7,6,8,7,105141,77010,225526,83213,268652,341432,15800,122628,94923,55756,102699,89261,2
848615,57,105134,0.13,4,-2,6,2,-1,7,236548,179301,56848,22329,162729,38565,109401,122537,168018,26787,26296,167811,2
472515,54,170304,0.53,5,-2,3,6,0,-2,214644,28324,367159,441989,99326,279596,141165,141598,67331,20149,162489,84486,1
718234,51,41425,0.31,3,8,1,4,0,7,463220,149138,425898,321314,256077,461640,37054,160560,181819,104082,118391,173828,1
428480,33,137119,0.84,1,6,6,3,-2,3,445705,33886,317962,227858,398642,36976,18161,192565,94223,100751,140916,87026,2
82711,62,90891,0.1,5,7,-2,-2,2,4,251580,176181,469797,253968,489084,213043,151556,19689,133501,76713,17061,34909,2
841971,68,99274,0.85,8,0,-1,-1,3,2,428620,143695,101171,349198,230388,289768,125116,47284,1964,168774,19845,18801,2
551157,58,189571,0.61,1,-2,-1,8,6,4,288241,469538,358005,231946,282855,352096,191736,175428,175638,117733,166530,161009,1
234423,64,69016,0.92,3,8,5,0,4,1,268244,413619,330779,29141,249988,417719,1766,142616,117331,51205,86245,159402,2
566349,49,196367,0.94,-1,5,2,-1,5,2,392821,283723,86174,67995,201716,362714,49939,188079,4746,123569,135964,128181,2
753714,55,115637,0.81,-1,1,-2,2,4,8,121718,228303,98959,144928,236241,138729,169962,117826,12151,47254,127615,110513,2
962495,57,170030,0.53,1,-2,6,1,1,-1,350791,346928,266491,324686,100566,392420,94264,109606,114487,37120,169006,191526,1
707917,63,77821,0.14,3,6,4,5,8,3,214097,201572,234172,247872,400148,74749,135337,97523,148897,80983,25215,44720,2
874792,22,62993,0.23,0,-1,6,2,5,3,56684,236369,289035,10278,438525,479864,1668,191314,105718,80962,176331,105880,0
787378,34,167727,0.42,0,8,0,4,4,3,56039,290824,103121,8727,461122,296364,11809,2514,155601,22309,190790,157866,1
183272,39,167900,0.73,3,8,-1,-2,-2,-1,59627,398163,414278,298309,240503,369842,178119,92598,179122,147234,69865,189857,2
817836,56,128496,0.54,7,-2,3,0,5,8,87235,172713,169191,19536,132940,84278,25250,32969,198912,103473,61788,112136,1
752335,58,119371,0.44,5,-2,-2,3,-1,7,408028,27209,36258,144570,193101,397689,96323,95532,164256,72598,3821,20225,1
857789,65,196062,0.48,3,-1,3,3,8,4,125426,306473,388943,262574,464715,457711,118513,11218,191352,117297,39122,139804,1
693409,35,71565,0.74,5,6,3,2,6,-1,485550,99013,272618,151359,107861,152287,96932,54349,176353,71808,13893,87062,2
127505,45,187031,0.03,1,5,1,7,1,-2,287415,195020,91941,257914,623,190333,95335,26254,147946,117824,139062,104291,1
52869,30,192045,0.44,2,1,-1,4,0,-2,266175,74267,183228,248735,449554,52095,147858,153655,47003,39659,48996,119732,1
831474,67,174034,0.57,0,-1,0,3,-1,7,83634,338940,437231,129889,28609,209304,4581,165366,68254,49982,53285,158821,1
504351,59,148281,0.59,4,8,2,5,5,7,355898,159145,185287,493131,283442,7857,91534,174671,185872,96158,10036,103745,1
362252,18,157520,0.62,8,6,1,0,7,5,1474,311163,221537,446765,130204,297719,24367,121385,75368,24852,67656,103663,1
686584,67,134736,0.05,4,5,2,-2,-2,0,129826,491733,478137,72434,162863,245345,79068,158193,41154,126419,92965,74994,2
668467,36,15275,0.56,3,8,8,2,2,8,330712,372152,236007,369091,477274,179543,73669,33061,194298,169369,19834,131196,1
140272,51,36008,0.55,1,2,8,7,0,6,985,144005,170365,464427,209788,36654,137642,60870,3738,36358,159842,90928,1
88467,21,75675,0.85,4,7,4,6,-2,2,470027,306795,101388,198553,60960,73701,24292,30896,160586,120702,80897,192839,2
859760,60,73302,0.76,0,7,0,4,5,0,12446,141143,206468,69662,372098,355417,57080,165725,15470,111138,64843,148804,2
927844,20,145292,0.03,3,7,1,1,5,8,354244,201647,7056,321758,473533,389270,149421,80518,47512,136733,31742,46723,2
